Country,ActorName,ActorType,AffiliationTo,AffiliationStartDate,AffiliationEndDate,Aliases
Afghanistan,Arsala Rahmani,Individual,Government (Afghanistan),11/1/1994,1/1/1995,Arsala Rahmani ; Arsala Rahmani Daulat ; Arsalan Rahmani Daulat
Afghanistan,Arsala Rahmani,Individual,High Peace Council,9/1/2010,7/16/2011,Arsala Rahmani ; Arsala Rahmani Daulat ; Arsalan Rahmani Daulat
Afghanistan,Arzu TV,Group,Television News (Afghanistan),1/1/2009,EOT,Arzu Tv
Afghanistan,Ashraf Ghani Ahmadzai,Individual,Cabinet (Afghanistan),7/1/2002,12/31/2004,Dr. Ashraf Ghani Ahmadzai ; Ashraf Ghani ; Ahmadzai ; Ashraf Ghani Ahmadzai ; Ashraf Ahmadzai
Afghanistan,Ashraf Ghani Ahmadzai,Individual,Executive Office (Afghanistan),9/29/2014,EOT,Dr. Ashraf Ghani Ahmadzai ; Ashraf Ghani ; Ahmadzai ; Ashraf Ghani Ahmadzai ; Ashraf Ahmadzai
Afghanistan,Ashraf Ghani Ahmadzai,Individual,Kabul University,10/1/2004,12/21/2008,Dr. Ashraf Ghani Ahmadzai ; Ashraf Ghani ; Ahmadzai ; Ashraf Ghani Ahmadzai ; Ashraf Ahmadzai
Afghanistan,Ashraf Ghani Ahmadzai,Individual,Ministry of Finance,7/1/2002,12/31/2004,Dr. Ashraf Ghani Ahmadzai ; Ashraf Ghani ; Ahmadzai ; Ashraf Ghani Ahmadzai ; Ashraf Ahmadzai
Afghanistan,Ashraf Ghani Ahmadzai,Individual,Muslim,BOT,EOT,Dr. Ashraf Ghani Ahmadzai ; Ashraf Ghani ; Ahmadzai ; Ashraf Ghani Ahmadzai ; Ashraf Ahmadzai
Afghanistan,Ashraf Ghani Ahmadzai,Individual,Pashtun,BOT,EOT,Dr. Ashraf Ghani Ahmadzai ; Ashraf Ghani ; Ahmadzai ; Ashraf Ghani Ahmadzai ; Ashraf Ahmadzai
Afghanistan,Ashraf Ghani Ahmadzai,Individual,The Institute for State Effectiveness,10/1/2005,EOT,Dr. Ashraf Ghani Ahmadzai ; Ashraf Ghani ; Ahmadzai ; Ashraf Ghani Ahmadzai ; Ashraf Ahmadzai
Afghanistan,Ashraf Ghani Ahmadzai,Individual,World Bank,BOT,EOT,Dr. Ashraf Ghani Ahmadzai ; Ashraf Ghani ; Ahmadzai ; Ashraf Ghani Ahmadzai ; Ashraf Ahmadzai
Afghanistan,Assadullah Wafa,Individual,Helmand Province,1/1/2007,12/31/2008,Assadullah Wafa
Afghanistan,Assadullah Wafa,Individual,Khost Province,6/1/2005,12/31/2006,Assadullah Wafa
Afghanistan,Assadullah Wafa,Individual,Paktia Province,1/1/2004,5/31/2005,Assadullah Wafa
Afghanistan,Atiqullah Ludin,Individual,Commercial and Industries Chamber,1/1/2008,EOT,Attiqullah Ludin ; Atiqollah Lodin ; Atiqullah Ludin ; Atiqullah Lodin
Afghanistan,Atiqullah Ludin,Individual,Logar Province,1/1/2008,EOT,Attiqullah Ludin ; Atiqollah Lodin ; Atiqullah Ludin ; Atiqullah Lodin
Afghanistan,Atiqullah Ludin,Individual,Third Army Corps,12/1/2002,12/31/2007,Attiqullah Ludin ; Atiqollah Lodin ; Atiqullah Ludin ; Atiqullah Lodin
Afghanistan,Atiqullah Ludin,Individual,Unidentified Forces (Afghanistan),BOT,11/30/2002,Attiqullah Ludin ; Atiqollah Lodin ; Atiqullah Ludin ; Atiqullah Lodin
Afghanistan,Atta Mohammed Nur,Individual,Balkh Province,10/2/2004,EOT,Atta Mohammad ; Atta Muhammad Noor ; Atta Mohammed Noor ; Atta Mohammed Nur ; Ustad Atta Mohammad ; Atta Mohammad Noor ; Atta Mohammad Nur
Afghanistan,Atta Mohammed Nur,Individual,Jamiat-e Islami,10/2/2004,EOT,Atta Mohammad ; Atta Muhammad Noor ; Atta Mohammed Noor ; Atta Mohammed Nur ; Ustad Atta Mohammad ; Atta Mohammad Noor ; Atta Mohammad Nur
Afghanistan,Atta Mohammed Nur,Individual,National Islamic Movement of Afghanistan,6/1/1992,6/1/1993,Atta Mohammad ; Atta Muhammad Noor ; Atta Mohammed Noor ; Atta Mohammed Nur ; Ustad Atta Mohammad ; Atta Mohammad Noor ; Atta Mohammad Nur
Afghanistan,Atta Mohammed Nur,Individual,Northern Alliance,1/1/1988,10/1/2004,Atta Mohammad ; Atta Muhammad Noor ; Atta Mohammed Noor ; Atta Mohammed Nur ; Ustad Atta Mohammad ; Atta Mohammad Noor ; Atta Mohammad Nur
Afghanistan,Atta Mohammed Nur,Individual,Tajik,BOT,EOT,Atta Mohammad ; Atta Muhammad Noor ; Atta Mohammed Noor ; Atta Mohammed Nur ; Ustad Atta Mohammad ; Atta Mohammad Noor ; Atta Mohammad Nur
Afghanistan,Ayub Salangi,Individual,Government (Afghanistan),BOT,EOT,Ayub Salangi ; Ayoub Salangi
Afghanistan,Ayub Salangi,Individual,Interior / Home Ministry (Afghanistan),BOT,EOT,Ayub Salangi ; Ayoub Salangi
Afghanistan,Ayub Salangi,Individual,Military (Afghanistan),BOT,EOT,Ayub Salangi ; Ayoub Salangi
Afghanistan,Azam Dadfar,Individual,Cabinet (Afghanistan),1/1/2004,12/31/2008,Azam Dadfar
Afghanistan,Azam Dadfar,Individual,Ministry of Refugees,1/1/2004,12/31/2008,Azam Dadfar
Afghanistan,Azizullah Lodin,Individual,Independent Electoral Commission,1/23/2007,EOT,Azizullah Lodin
Afghanistan,Babrak Karmal,Individual,Elite (Afghanistan),BOT,EOT,Babrak Karmal ; Barbrak Karmal
Afghanistan,Babrak Karmal,Individual,Executive Office (Afghanistan),12/27/1979,11/24/1986,Babrak Karmal ; Barbrak Karmal
Afghanistan,Bakhtar News Agency,Group,State Media (Afghanistan),BOT,EOT,Bakhtar Information Agency ; Bakhtar News Agency
Afghanistan,Bashir Ahmad Bezan,Individual,Kangara Afghanistan National Party,1/1/2009,EOT,B. A. Bezan ; B Bezan ; B A Bezan ; Bashir Ahmad Bezan ; B. Bezan ; Bashir Ahmad Bezhan ; Bashir Bezan
Afghanistan,Bashir Ahmad Bezan,Individual,Khabar Nigar,BOT,12/31/2008,B. A. Bezan ; B Bezan ; B A Bezan ; Bashir Ahmad Bezan ; B. Bezan ; Bashir Ahmad Bezhan ; Bashir Bezan
Afghanistan,Bismillah Khan Mohammadi,Individual,Afghan National Army,12/1/2002,7/6/2010,B Mohammadi ; Bismillah Khan Mohammadi ; B K Mohammadi ; B. Mohammadi ; B. K. Mohammadi ; Bismillah Mohammadi ; Besmellah Khan ; Besmellah Mohammadi ; Bismillah Khan
Afghanistan,Bismillah Khan Mohammadi,Individual,Cabinet (Afghanistan),7/7/2010,EOT,B Mohammadi ; Bismillah Khan Mohammadi ; B K Mohammadi ; B. Mohammadi ; B. K. Mohammadi ; Bismillah Mohammadi ; Besmellah Khan ; Besmellah Mohammadi ; Bismillah Khan
Afghanistan,Bismillah Khan Mohammadi,Individual,Ministry of Defense,9/15/2012,EOT,B Mohammadi ; Bismillah Khan Mohammadi ; B K Mohammadi ; B. Mohammadi ; B. K. Mohammadi ; Bismillah Mohammadi ; Besmellah Khan ; Besmellah Mohammadi ; Bismillah Khan
Afghanistan,Bismillah Khan Mohammadi,Individual,Ministry of the Interior,7/7/2010,8/4/2012,B Mohammadi ; Bismillah Khan Mohammadi ; B K Mohammadi ; B. Mohammadi ; B. K. Mohammadi ; Bismillah Mohammadi ; Besmellah Khan ; Besmellah Mohammadi ; Bismillah Khan
Afghanistan,Bismillah Khan Mohammadi,Individual,Northern Alliance,BOT,12/31/2002,B Mohammadi ; Bismillah Khan Mohammadi ; B K Mohammadi ; B. Mohammadi ; B. K. Mohammadi ; Bismillah Mohammadi ; Besmellah Khan ; Besmellah Mohammadi ; Bismillah Khan
Afghanistan,Bureau of Aliens and Foreign Immigrant Affairs,Group,Foreign Ministry (Afghanistan),BOT,EOT,Bureau Of Aliens And Foreign Immigrant Affairs ; BAFIA
Afghanistan,Burhanuddin Rabbani,Individual,Elite (Afghanistan),BOT,EOT,Burhanuddin Rabbani ; Borhanoddin Rabbani ; Burhanoddin Rabbani ; Berhanuddin Rabbani ; Burhanuddin Rabani ; Burhanudin Rabani
Afghanistan,Burhanuddin Rabbani,Individual,Executive Office (Afghanistan),11/13/2001,12/22/2001,Burhanuddin Rabbani ; Borhanoddin Rabbani ; Burhanoddin Rabbani ; Berhanuddin Rabbani ; Burhanuddin Rabani ; Burhanudin Rabani
Afghanistan,Burhanuddin Rabbani,Individual,Jamiat-e Islami,BOT,EOT,Burhanuddin Rabbani ; Borhanoddin Rabbani ; Burhanoddin Rabbani ; Berhanuddin Rabbani ; Burhanuddin Rabani ; Burhanudin Rabani
Afghanistan,Burhanuddin Rabbani,Individual,Northern Alliance,9/27/1996,11/13/2001,Burhanuddin Rabbani ; Borhanoddin Rabbani ; Burhanoddin Rabbani ; Berhanuddin Rabbani ; Burhanuddin Rabani ; Burhanudin Rabani
Afghanistan,Burhanuddin Rabbani,Individual,Tajik,BOT,EOT,Burhanuddin Rabbani ; Borhanoddin Rabbani ; Burhanoddin Rabbani ; Berhanuddin Rabbani ; Burhanuddin Rabani ; Burhanudin Rabani
Afghanistan,Coalition for Change and Hope,Group,Opposition Major Party (Out Of Government) (Afghanistan),9/1/2010,EOT,Coalition For Hope ; Coalition For Change And Hope
Afghanistan,Commercial and Industries Chamber,Group,Finance / Economy / Commerce / Trade Ministry (Afghanistan),BOT,EOT,Commercial And Industries Chamber
Afghanistan,Commercial and Industries Chamber,Group,Industrial / Textiles / Mining Ministry (Afghanistan),BOT,EOT,Commercial And Industries Chamber
Afghanistan,Constitutional Review Commission,Group,Government (Afghanistan),4/24/2003,8/30/2003,CRC ; Constitutional Review Commission
Afghanistan,Counter-Narcotics Department,Group,National Security Council,BOT,EOT,Counter-Narcotics Department
Afghanistan,Dadullah Akhund,Individual,Housing / Construction Ministry (Afghanistan),BOT,10/6/2001,D. Akhund ; Maulavi Dadullah ; Mola Dadollah ; Mullah Dadullah Akhund ; D Akhund
Afghanistan,Dadullah Akhund,Individual,Taliban,BOT,EOT,D. Akhund ; Maulavi Dadullah ; Mola Dadollah ; Mullah Dadullah Akhund ; D Akhund
Afghanistan,Daud Ahmadi,Individual,Helmand Province,BOT,EOT,D Ahmadi ; Daud Ahmadi ; D. Ahmadi ; Mohammad Daud Ahmadi
Afghanistan,Emal Faizi,Individual,Executive Office (Afghanistan),BOT,EOT,E Faizi ; Emal Faizi ; E. Faizi ; Aimal Faizi ; Aimal Khan Faizi
Afghanistan,Enayatullah Enayat,Individual,Badghis Province,1/1/2005,5/31/2007,E. Enayat ; E Enayat ; Enayatullah Enayat
Afghanistan,Enayatullah Enayat,Individual,Faryab Province,1/1/2003,12/31/2004,E. Enayat ; E Enayat ; Enayatullah Enayat
Afghanistan,Enayatullah Enayat,Individual,Samangan Province,11/13/2007,4/13/2010,E. Enayat ; E Enayat ; Enayatullah Enayat
Afghanistan,Erada,Group,Print News (Afghanistan),BOT,EOT,Erada
Afghanistan,Ershad Ahmadi,Individual,Foreign Ministry (Afghanistan),BOT,EOT,Irshad Ahmadi ; Ershad Ahmadi
Afghanistan,Ershad Ahmadi,Individual,Government (Afghanistan),BOT,EOT,Irshad Ahmadi ; Ershad Ahmadi
Afghanistan,Esmatollah Alizai,Individual,Provincial Divisions (Afghanistan),BOT,EOT,E. Alizai ; Esmatollah Alizai ; E Alizai
Afghanistan,Etefaq-e Eslam,Group,Print News (Afghanistan),BOT,EOT,Etefaq-E Eslam
Afghanistan,Fariba Ahmadi Kakar,Individual,House of the People,12/7/2005,EOT,F. Kakar ; F A Kakar ; F. A. Kakar ; F Kakar ; Fariba Kakar ; Fariba Ahmadi Kakar
Afghanistan,Fariba Ahmadi Kakar,Individual,Pashtun,BOT,EOT,F. Kakar ; F A Kakar ; F. A. Kakar ; F Kakar ; Fariba Kakar ; Fariba Ahmadi Kakar
Afghanistan,Fauzia Gailani,Individual,House of the People,12/7/2005,EOT,F. Gailani ; Fauzia Gailani ; F Gailani
Afghanistan,Fauzia Gailani,Individual,Medical / Health / Pharmeceutical Business (Afghanistan),1/1/2000,12/1/2005,F. Gailani ; Fauzia Gailani ; F Gailani
Afghanistan,Fazal Haq Khaliqyar,Individual,Elite (Afghanistan),1/1/1952,5/8/1990,Fazal Haq Khaliqyar
Afghanistan,Fazal Haq Khaliqyar,Individual,Elite (Afghanistan),4/15/1992,1/1/2004,Fazal Haq Khaliqyar
Afghanistan,Fazal Haq Khaliqyar,Individual,Executive Office (Afghanistan),5/8/1990,4/15/1992,Fazal Haq Khaliqyar
Afghanistan,Fazlullah Mojadeddi,Individual,House of the People,12/7/2005,EOT,F Mojadeddi ; F. Mojadeddi ; Fazlullah Mojadeddi ; Mujaddedi Mujaddidi Mujadedi
Afghanistan,Fazlullah Mojadeddi,Individual,Jamiat-e Islami,BOT,EOT,F Mojadeddi ; F. Mojadeddi ; Fazlullah Mojadeddi ; Mujaddedi Mujaddidi Mujadedi
Afghanistan,Fazlullah Mojadeddi,Individual,Logar Province,12/7/2001,3/31/2004,F Mojadeddi ; F. Mojadeddi ; Fazlullah Mojadeddi ; Mujaddedi Mujaddidi Mujadedi
Afghanistan,Fazlullah Mojadeddi,Individual,Tajik,BOT,EOT,F Mojadeddi ; F. Mojadeddi ; Fazlullah Mojadeddi ; Mujaddedi Mujaddidi Mujadedi
Afghanistan,General Atiqullah Baryalai,Individual,Ministry of Defense,10/7/2001,EOT,General Baryalai ; G A Baryalai ; G Baryalai ; G. A. Baryalai ; General Atiqullah Baryalai ; G. Baryalai
Afghanistan,Ghulam Dastagir Azad,Individual,Nimroz Province,1/1/2005,EOT,G. D. Azad ; G Azad ; G. Azad ; Ghulam Dastagir Azad ; Ghulam Azad ; G D Azad
Afghanistan,Ghulam Farooq Wardak,Individual,Cabinet (Afghanistan),1/1/2005,12/31/2006,G. F. Wardak ; G F Wardak ; Ghulam Farooq Wardak ; Ghulam Wardak ; G. Wardak ; G Wardak
Afghanistan,Ghulam Farooq Wardak,Individual,Cabinet (Afghanistan),10/11/2008,EOT,G. F. Wardak ; G F Wardak ; Ghulam Farooq Wardak ; Ghulam Wardak ; G. Wardak ; G Wardak
Afghanistan,Ghulam Farooq Wardak,Individual,Grand Assembly,1/1/2002,12/31/2004,G. F. Wardak ; G F Wardak ; Ghulam Farooq Wardak ; Ghulam Wardak ; G. Wardak ; G Wardak
Afghanistan,Ghulam Farooq Wardak,Individual,Ministry of Education,10/11/2008,EOT,G. F. Wardak ; G F Wardak ; Ghulam Farooq Wardak ; Ghulam Wardak ; G. Wardak ; G Wardak
Afghanistan,Ghulam Farooq Wardak,Individual,Ministry of Parliamentary Affairs,1/1/2006,12/31/2006,G. F. Wardak ; G F Wardak ; Ghulam Farooq Wardak ; Ghulam Wardak ; G. Wardak ; G Wardak
Afghanistan,Ghulam Farooq Wardak,Individual,Pashtun,BOT,EOT,G. F. Wardak ; G F Wardak ; Ghulam Farooq Wardak ; Ghulam Wardak ; G. Wardak ; G Wardak
Afghanistan,Ghulam Farooq Wardak,Individual,World Bank,1/1/1996,12/31/2001,G. F. Wardak ; G F Wardak ; Ghulam Farooq Wardak ; Ghulam Wardak ; G. Wardak ; G Wardak
Afghanistan,Ghulam Faroq Nijrabi,Individual,Education (Afghanistan),BOT,EOT,Ghulam Nijrabi ; G F Nijrabi ; Ghulam Faroq Nijrabi ; G. Nijrabi ; G Nijrabi ; G. F. Nijrabi
Afghanistan,Ghulam Qawis Abubaker,Individual,Kapisa Province,8/21/2007,EOT,G. Abubaker ; G Abubaker ; Ghulam Qawis Abubaker ; G. Q. Abubaker ; Ghulam Abubaker ; G Q Abubaker
Afghanistan,Ghutai Khawri,Individual,Joint Election Management Board,1/1/2002,EOT,G. Khawri ; G Khawri ; Ghutai Khawri
Afghanistan,Gol Agha Sherzai,Individual,Exiles (Afghanistan),BOT,10/6/2001,G Sherzai ; G. A. Sherzai ; Gol Agha Sherzai ; Haji Abdul Latif ; G. Sherzai ; Gul Agha Sherzai ; Gol Sherzai ; G A Sherzai
Afghanistan,Gol Agha Sherzai,Individual,Kandahar Province,12/30/2001,12/31/2003,G Sherzai ; G. A. Sherzai ; Gol Agha Sherzai ; Haji Abdul Latif ; G. Sherzai ; Gul Agha Sherzai ; Gol Sherzai ; G A Sherzai
Afghanistan,Gol Agha Sherzai,Individual,Nangarhar Province,7/12/2005,EOT,G Sherzai ; G. A. Sherzai ; Gol Agha Sherzai ; Haji Abdul Latif ; G. Sherzai ; Gul Agha Sherzai ; Gol Sherzai ; G A Sherzai
Afghanistan,Gol Agha Sherzai,Individual,Parties (Afghanistan),BOT,EOT,G Sherzai ; G. A. Sherzai ; Gol Agha Sherzai ; Haji Abdul Latif ; G. Sherzai ; Gul Agha Sherzai ; Gol Sherzai ; G A Sherzai
Afghanistan,Gol Agha Sherzai,Individual,Unidentified Forces (Afghanistan),10/7/2001,12/29/2001,G Sherzai ; G. A. Sherzai ; Gol Agha Sherzai ; Haji Abdul Latif ; G. Sherzai ; Gul Agha Sherzai ; Gol Sherzai ; G A Sherzai
Afghanistan,Gol Agha Sherzai,Individual,Unidentified Forces (Afghanistan),1/1/2004,7/14/2005,G Sherzai ; G. A. Sherzai ; Gol Agha Sherzai ; Haji Abdul Latif ; G. Sherzai ; Gul Agha Sherzai ; Gol Sherzai ; G A Sherzai
Afghanistan,Golkhana Palace,Group,Government (Afghanistan),BOT,EOT,Golkhana Palace ; Gulkhana Palace
Afghanistan,Government Media and Information Center,Group,Information / Communication / Transparency Ministry (Afghanistan),1/1/2009,EOT,Government Media And Information Center ; GMIC
Afghanistan,Grand Assembly,Group,Government (Afghanistan),BOT,EOT,Loya Jerga ; Grand Assembly ; Loya Jirga
Afghanistan,Gul Mohammad Arefi,Individual,Badghis Province,1/1/2001,12/31/2005,Gul Arefi ; G M Arefi ; G. Arefi ; G Arefi ; Gul Mohammad Arefi ; G. M. Arefi
Afghanistan,Gulbuddin Hekmatyar,Individual,Elite (Afghanistan),6/17/1992,EOT,Gulbuddin Hekmatyar ; Golboddin Hekmatyar ; Gulbadin Hikmatyar ; Gulbudin Hikmatyar ; Gulbuddin Hekmetyar ; Gulbudin Hekmatyar ; Gulbeddin Hekmatyar ; Gulbuddin Hekmatjar ; Gulbuddin Hikmatyar ; Gulbuddin Hekmatiar ; Gulbadin Hekmatyar
Afghanistan,Gulbuddin Hekmatyar,Individual,Executive Office (Afghanistan),6/17/1993,6/28/1994,Gulbuddin Hekmatyar ; Golboddin Hekmatyar ; Gulbadin Hikmatyar ; Gulbudin Hikmatyar ; Gulbuddin Hekmetyar ; Gulbudin Hekmatyar ; Gulbeddin Hekmatyar ; Gulbuddin Hekmatjar ; Gulbuddin Hikmatyar ; Gulbuddin Hekmatiar ; Gulbadin Hekmatyar
Afghanistan,Gulbuddin Hekmatyar,Individual,Executive Office (Afghanistan),6/26/1996,9/27/1996,Gulbuddin Hekmatyar ; Golboddin Hekmatyar ; Gulbadin Hikmatyar ; Gulbudin Hikmatyar ; Gulbuddin Hekmetyar ; Gulbudin Hekmatyar ; Gulbeddin Hekmatyar ; Gulbuddin Hekmatjar ; Gulbuddin Hikmatyar ; Gulbuddin Hekmatiar ; Gulbadin Hekmatyar
Afghanistan,Gulbuddin Hekmatyar,Individual,Hizb-e-Islami Gulbuddin,BOT,EOT,Gulbuddin Hekmatyar ; Golboddin Hekmatyar ; Gulbadin Hikmatyar ; Gulbudin Hikmatyar ; Gulbuddin Hekmetyar ; Gulbudin Hekmatyar ; Gulbeddin Hekmatyar ; Gulbuddin Hekmatjar ; Gulbuddin Hikmatyar ; Gulbuddin Hekmatiar ; Gulbadin Hekmatyar
Afghanistan,Habibullah Jan,Individual,House of the People,12/7/2005,7/5/2008,Habibullah Jan ; H. Jan ; H Jan
Afghanistan,Hafizullah Amin,Individual,Elite (Afghanistan),1/1/1947,9/16/1979,Hafizullah Amin
Afghanistan,Hafizullah Amin,Individual,Government (Afghanistan),9/16/1979,12/27/1979,Hafizullah Amin
Afghanistan,Haji Alam Gull,Individual,House of the People,12/7/2005,EOT,Alam Kuchi ; Alam Gull Kuchi ; Haji Alam Gull ; Hajji Alam Gull
Afghanistan,Haji Alam Gull,Individual,Kuchi,BOT,EOT,Alam Kuchi ; Alam Gull Kuchi ; Haji Alam Gull ; Hajji Alam Gull
Afghanistan,Haji Mohammad Chamkani,Individual,Elite (Afghanistan),BOT,EOT,Haji Mohammad Chamkani ; Haji Muhammad Samkanai
Afghanistan,Haji Mohammad Chamkani,Individual,Executive Office (Afghanistan),11/24/1986,9/30/1987,Haji Mohammad Chamkani ; Haji Muhammad Samkanai
Afghanistan,Hakim Taniwal,Individual,Elite (Afghanistan),1/1/1943,10/9/2006,H. Taniwal ; Mohammad Hakim Taniwal ; Hakim Taniwal ; Muhammed Hakim Taniwal ; H Taniwal
Afghanistan,Hakim Taniwal,Individual,Exiles (Afghanistan),BOT,10/6/2001,H. Taniwal ; Mohammad Hakim Taniwal ; Hakim Taniwal ; Muhammed Hakim Taniwal ; H Taniwal
Afghanistan,Hakim Taniwal,Individual,Khost Province,10/7/2001,12/31/2004,H. Taniwal ; Mohammad Hakim Taniwal ; Hakim Taniwal ; Muhammed Hakim Taniwal ; H Taniwal
Afghanistan,Hakim Taniwal,Individual,Paktia Province,1/1/2005,10/9/2006,H. Taniwal ; Mohammad Hakim Taniwal ; Hakim Taniwal ; Muhammed Hakim Taniwal ; H Taniwal
Afghanistan,Hamid Karzai,Individual,(National) Minor Party (Afghanistan),BOT,EOT,Hamed Karzai ; Hamid Karzai ; H. Karzai ; H Karzai ; President Karzai ; Hamid Karzay
Afghanistan,Hamid Karzai,Individual,Elite (Afghanistan),BOT,EOT,Hamed Karzai ; Hamid Karzai ; H. Karzai ; H Karzai ; President Karzai ; Hamid Karzay
Afghanistan,Hamid Karzai,Individual,Executive Office (Afghanistan),12/22/2001,9/28/2014,Hamed Karzai ; Hamid Karzai ; H. Karzai ; H Karzai ; President Karzai ; Hamid Karzay
Afghanistan,Hamid Karzai,Individual,Northern Alliance,BOT,12/21/2001,Hamed Karzai ; Hamid Karzai ; H. Karzai ; H Karzai ; President Karzai ; Hamid Karzay
Afghanistan,Hanif Hamgam,Individual,Entertainment (Afghanistan),BOT,EOT,Hanif Hamgam
Afghanistan,Hanif Shah al-Hussaini,Individual,Hizb-e Islami,BOT,EOT,H. S. Al-Hussaini ; H. Al-Hussaini ; H Al-Hussaini ; Hanif Al-Hussaini ; Hanif Shah Al-Hussaini ; H S Al-Hussaini
Afghanistan,Hanif Shah al-Hussaini,Individual,House of the People,12/7/2005,EOT,H. S. Al-Hussaini ; H. Al-Hussaini ; H Al-Hussaini ; Hanif Al-Hussaini ; Hanif Shah Al-Hussaini ; H S Al-Hussaini
Afghanistan,Hanif Shah al-Hussaini,Individual,Pashtun,BOT,EOT,H. S. Al-Hussaini ; H. Al-Hussaini ; H Al-Hussaini ; Hanif Al-Hussaini ; Hanif Shah Al-Hussaini ; H S Al-Hussaini
Afghanistan,Haqqani Network,Group,Fundamentalist,BOT,EOT,Haqqani Militant Network ; Hakani Network ; Haqqani Network
Afghanistan,Haqqani Network,Group,Insurgents (Afghanistan),BOT,EOT,Haqqani Militant Network ; Hakani Network ; Haqqani Network
Afghanistan,Hasht-e Sobh,Group,Print News (Afghanistan),BOT,EOT,Hasht-E Sobh
Afghanistan,Hasht-e Sobh,Group,Secular,BOT,EOT,Hasht-E Sobh
Afghanistan,Hazara (Social Group),Group,Hazara (Ethnic Group),BOT,EOT,Hazara
Afghanistan,Hazara (Social Group),Group,National Ethnic Minority (Afghanistan),BOT,EOT,Hazara
Afghanistan,Hazrat Ali,Individual,House of the People,12/7/2005,EOT,H Ali ; H. Ali ; Hazrat Ali
Afghanistan,Hazrat Ali,Individual,Pashai,BOT,EOT,H Ali ; H. Ali ; Hazrat Ali
Afghanistan,Hazrat Ali,Individual,Provincial Divisions (Afghanistan),1/1/2003,12/31/2004,H Ali ; H. Ali ; Hazrat Ali
Afghanistan,Hazrat Ali,Individual,Unidentified Forces (Afghanistan),BOT,12/31/2002,H Ali ; H. Ali ; Hazrat Ali
Afghanistan,Hedayat Amin Arsala,Individual,Cabinet (Afghanistan),10/7/2001,6/18/2002,Hedayat Arsala ; H. A. Arsala ; H. Arsala ; H Arsala ; Haydayat Amin Arsala ; Hedayat Amin Arsala ; H A Arsala
Afghanistan,Hedayat Amin Arsala,Individual,Cabinet (Afghanistan),1/2/2005,EOT,Hedayat Arsala ; H. A. Arsala ; H. Arsala ; H Arsala ; Haydayat Amin Arsala ; Hedayat Amin Arsala ; H A Arsala
Afghanistan,Hedayat Amin Arsala,Individual,Executive Office (Afghanistan),6/19/2002,12/7/2004,Hedayat Arsala ; H. A. Arsala ; H. Arsala ; H Arsala ; Haydayat Amin Arsala ; Hedayat Amin Arsala ; H A Arsala
Afghanistan,Hedayat Amin Arsala,Individual,Ministry for Commerce and Industry,1/2/2005,12/31/2005,Hedayat Arsala ; H. A. Arsala ; H. Arsala ; H Arsala ; Haydayat Amin Arsala ; Hedayat Amin Arsala ; H A Arsala
Afghanistan,Hedayat Amin Arsala,Individual,Ministry of Finance,10/7/2001,6/18/2002,Hedayat Arsala ; H. A. Arsala ; H. Arsala ; H Arsala ; Haydayat Amin Arsala ; Hedayat Amin Arsala ; H A Arsala
Afghanistan,Hedayat Amin Arsala,Individual,National Islamic Front of Afghanistan,BOT,EOT,Hedayat Arsala ; H. A. Arsala ; H. Arsala ; H Arsala ; Haydayat Amin Arsala ; Hedayat Amin Arsala ; H A Arsala
Afghanistan,Herat TV,Group,State Media (Afghanistan),BOT,EOT,Herat Tv ; Afghan Herat Tv
Afghanistan,Hewad,Group,News (Afghanistan),BOT,EOT,Hewad
Afghanistan,Hewad,Group,Online News (Afghanistan),BOT,EOT,Hewad
Afghanistan,Hewad,Group,Print News (Afghanistan),BOT,EOT,Hewad
Afghanistan,Hezbe Wahdat,Group,(National) Minor Party (Afghanistan),10/7/2001,EOT,Hezb E Wahdat ; Hizb-E Wahdat ; Hizb-E Wahdat Islami Afghanistan ; Islamic Unity Party Of Afghanistan
Afghanistan,Hezbe Wahdat,Group,Northern Alliance,BOT,10/6/2001,Hezb E Wahdat ; Hizb-E Wahdat ; Hizb-E Wahdat Islami Afghanistan ; Islamic Unity Party Of Afghanistan
Afghanistan,Hezbe Wahdat,Group,Shia,BOT,EOT,Hezb E Wahdat ; Hizb-E Wahdat ; Hizb-E Wahdat Islami Afghanistan ; Islamic Unity Party Of Afghanistan
Afghanistan,High Peace Council,Group,Information / Communication / Transparency Ministry (Afghanistan),BOT,EOT,Afghan High Peace Council ; Afghanistan High Peace Council ; High Peace Council
Afghanistan,Hindokosh,Group,News (Afghanistan),BOT,EOT,Hindokosh
Afghanistan,Hizb-e Islami,Group,(National) Minor Party (Afghanistan),BOT,EOT,Hezb-E-Islami ; Hezb-I-Islami ; Hezbi-Islami ; Hizb-E Islami ; Hezbi Islami ; Hezb-E Eslami
Afghanistan,Hizb-e Islami,Group,Muslim,BOT,EOT,Hezb-E-Islami ; Hezb-I-Islami ; Hezbi-Islami ; Hizb-E Islami ; Hezbi Islami ; Hezb-E Eslami
Afghanistan,Hizb-e Islami Khalis,Group,Organized Violent (Afghanistan),10/7/2001,EOT,Hezbi Islami Khalis ; Khalis Faction ; Hezbi-Islami Khalis ; Hizb-E Islami Khalis ; Hezb-E-Islami Khalis ; Hezb-I-Islami Khalis
